old_table,new_table,module,field_name,status,old_type,old_raw_type,old_length,old_not_null,old_has_default,old_default,old_unique,old_pk,old_auto_inc,new_type,new_raw_type,new_length,new_not_null,new_has_default,new_default,new_unique,new_pk,new_auto_inc,type_match,not_null_match,default_match,unique_match,pk_match
t_role,edu_role,role,code,matched,varchar,varchar(30),30,yes,no,,no,no,no,varchar,varchar,100,yes,no,,no,no,no,yes,yes,yes,yes,yes
t_role,edu_role,role,name,matched,varchar,varchar(30),30,yes,yes,,no,no,no,varchar,varchar,100,yes,no,,no,no,no,yes,yes,no,yes,yes
t_role,edu_role,role,remark,missing_in_new,varchar,varchar(255),255,no,yes,,no,no,no,,,,,,,,,,,,,,
t_role,edu_role,role,create_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_role,edu_role,role,update_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_role,edu_role,role,description,new_in_new,,,,,,,,,,text,text,,no,no,,no,no,no,,,,,
t_role,edu_role,role,status,new_in_new,,,,,,,,,,integer,integer,,yes,yes,1,no,no,no,,,,,
t_role,edu_role,role,created_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
t_role,edu_role,role,updated_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
t_role_authority,edu_role_authority,role,id,matched,bigint,bigint,,yes,no,,no,yes,yes,integer,serial,,yes,no,,no,yes,yes,yes,yes,yes,yes,yes
t_role_authority,edu_role_authority,role,role_id,matched,bigint,bigint,,yes,no,,no,no,no,integer,integer,,yes,no,,no,no,no,yes,yes,yes,yes,yes
t_role_authority,edu_role_authority,role,authority_id,matched,bigint,bigint,,yes,no,,no,no,no,integer,integer,,yes,no,,no,no,no,yes,yes,yes,yes,yes
t_role_authority,edu_role_authority,role,create_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_role_authority,edu_role_authority,role,update_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_role_authority,edu_role_authority,role,created_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
t_role_authority,edu_role_authority,role,updated_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
permissions,permissions,permission,role,missing_in_new,varchar,varchar(50),50,yes,no,,no,no,no,,,,,,,,,,,,,,
permissions,permissions,permission,resource,matched,varchar,varchar(128),128,yes,no,,no,no,no,varchar,varchar,64,yes,no,,no,no,no,yes,yes,yes,yes,yes
permissions,permissions,permission,action,matched,varchar,varchar(8),8,yes,no,,no,no,no,varchar,varchar,32,yes,no,,no,no,no,yes,yes,yes,yes,yes
permissions,permissions,permission,id,new_in_new,,,,,,,,,,uuid,uuid,,yes,yes,random(),no,yes,no,,,,,
permissions,permissions,permission,name,new_in_new,,,,,,,,,,varchar,varchar,128,yes,no,,yes,no,no,,,,,
permissions,permissions,permission,display_name,new_in_new,,,,,,,,,,varchar,varchar,128,yes,no,,no,no,no,,,,,
permissions,permissions,permission,description,new_in_new,,,,,,,,,,text,text,,no,no,,no,no,no,,,,,
permissions,permissions,permission,created_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
t_paper,exam_papers,exam,id,matched,bigint,bigint,,yes,no,,no,yes,yes,uuid,uuid,,yes,yes,random(),no,yes,no,no,yes,no,yes,yes
t_paper,exam_papers,exam,title,matched,varchar,varchar(2000),2000,yes,no,,no,no,no,varchar,varchar,200,yes,no,,no,no,no,yes,yes,yes,yes,yes
t_paper,exam_papers,exam,code,missing_in_new,varchar,varchar(100),100,yes,yes,,no,no,no,,,,,,,,,,,,,,
t_paper,exam_papers,exam,description,matched,varchar,varchar(3000),3000,yes,yes,,no,no,no,text,text,,no,no,,no,no,no,no,no,no,yes,yes
t_paper,exam_papers,exam,type,missing_in_new,varchar,varchar(100),100,yes,no,,no,no,no,,,,,,,,,,,,,,
t_paper,exam_papers,exam,score,missing_in_new,double,double,,yes,no,,no,no,no,,,,,,,,,,,,,,
t_paper,exam_papers,exam,limit_time,missing_in_new,bigint,bigint,,yes,no,,no,no,no,,,,,,,,,,,,,,
t_paper,exam_papers,exam,pass_score,matched,double,double,,yes,no,,no,no,no,decimal,numeric,,yes,yes,'60',no,no,no,no,yes,no,yes,yes
t_paper,exam_papers,exam,question_disordered,missing_in_new,boolean,tinyint,,yes,yes,0,no,no,no,,,,,,,,,,,,,,
t_paper,exam_papers,exam,option_disordered,missing_in_new,boolean,tinyint,,yes,yes,0,no,no,no,,,,,,,,,,,,,,
t_paper,exam_papers,exam,difficulty,missing_in_new,integer,int,,yes,yes,0,no,no,no,,,,,,,,,,,,,,
t_paper,exam_papers,exam,status,matched,varchar,varchar(50),50,yes,no,,no,no,no,integer,integer,,yes,yes,1,no,no,no,no,yes,no,yes,yes
t_paper,exam_papers,exam,create_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_paper,exam_papers,exam,update_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_paper,exam_papers,exam,category_id,new_in_new,,,,,,,,,,uuid,uuid,,no,no,,no,no,no,,,,,
t_paper,exam_papers,exam,cid_list,new_in_new,,,,,,,,,,jsonb,jsonb,,no,no,,no,no,no,,,,,
t_paper,exam_papers,exam,paper_type,new_in_new,,,,,,,,,,varchar,varchar,50,yes,yes,'normal',no,no,no,,,,,
t_paper,exam_papers,exam,total_score,new_in_new,,,,,,,,,,decimal,numeric,,yes,yes,'100',no,no,no,,,,,
t_paper,exam_papers,exam,duration,new_in_new,,,,,,,,,,integer,integer,,yes,yes,60,no,no,no,,,,,
t_paper,exam_papers,exam,is_random,new_in_new,,,,,,,,,,boolean,boolean,,yes,yes,false,no,no,no,,,,,
t_paper,exam_papers,exam,created_by,new_in_new,,,,,,,,,,uuid,uuid,,no,no,,no,no,no,,,,,
t_paper,exam_papers,exam,created_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
t_paper,exam_papers,exam,updated_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
t_question,exam_questions,exam,id,matched,bigint,bigint,,yes,no,,no,yes,yes,uuid,uuid,,yes,yes,random(),no,yes,no,no,yes,no,yes,yes
t_question,exam_questions,exam,title,missing_in_new,varchar,varchar(2000),2000,yes,no,,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,note,missing_in_new,text,text,,yes,no,,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,type,matched,varchar,varchar(100),100,yes,no,,no,no,no,varchar,varchar,20,yes,no,,no,no,no,yes,yes,yes,yes,yes
t_question,exam_questions,exam,difficulty,matched,integer,int,,yes,yes,1,no,no,no,integer,integer,,yes,yes,3,no,no,no,yes,yes,yes,yes,yes
t_question,exam_questions,exam,score,missing_in_new,decimal,decimal(14, 2),,yes,yes,1.00,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,reference_answer,missing_in_new,text,text,,yes,no,,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,reference_answer_note,missing_in_new,text,text,,yes,no,,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,options,matched,text,text,,yes,no,,no,no,no,jsonb,jsonb,,no,no,,no,no,no,no,no,yes,yes,yes
t_question,exam_questions,exam,status,missing_in_new,varchar,varchar(50),50,yes,no,,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,create_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,update_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,member_id,missing_in_new,bigint,bigint,,yes,no,,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,content,missing_in_new,text,text,,yes,no,,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,image,missing_in_new,varchar,varchar(500),500,yes,no,,no,no,no,,,,,,,,,,,,,,
t_question,exam_questions,exam,paper_id,new_in_new,,,,,,,,,,uuid,uuid,,yes,no,,no,no,no,,,,,
t_question,exam_questions,exam,created_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
t_comment,comments,comment,id,matched,bigint,bigint,,yes,no,,no,yes,yes,uuid,uuid,,yes,yes,random(),no,yes,no,no,yes,no,yes,yes
t_comment,comments,comment,topic_id,missing_in_new,bigint,bigint,,yes,no,,no,no,no,,,,,,,,,,,,,,
t_comment,comments,comment,topic_type,missing_in_new,varchar,varchar(50),50,yes,no,,no,no,no,,,,,,,,,,,,,,
t_comment,comments,comment,content,matched,varchar,varchar(4000),4000,yes,no,,no,no,no,text,text,,yes,no,,no,no,no,no,yes,yes,yes,yes
t_comment,comments,comment,member_id,missing_in_new,bigint,bigint,,yes,no,,no,no,no,,,,,,,,,,,,,,
t_comment,comments,comment,create_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_comment,comments,comment,update_time,missing_in_new,timestamp,timestamp,,no,yes,CURRENT_TIMESTAMP,no,no,no,,,,,,,,,,,,,,
t_comment,comments,comment,user_id,new_in_new,,,,,,,,,,uuid,uuid,,yes,no,,no,no,no,,,,,
t_comment,comments,comment,resource_type,new_in_new,,,,,,,,,,varchar,varchar,32,yes,no,,no,no,no,,,,,
t_comment,comments,comment,resource_id,new_in_new,,,,,,,,,,varchar,varchar,128,yes,no,,no,no,no,,,,,
t_comment,comments,comment,parent_id,new_in_new,,,,,,,,,,uuid,uuid,,no,no,,no,no,no,,,,,
t_comment,comments,comment,mentions,new_in_new,,,,,,,,,,jsonb,jsonb,,no,no,,no,no,no,,,,,
t_comment,comments,comment,is_deleted,new_in_new,,,,,,,,,,boolean,boolean,,yes,yes,false,no,no,no,,,,,
t_comment,comments,comment,created_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
t_comment,comments,comment,updated_at,new_in_new,,,,,,,,,,timestamp,timestamp,,yes,yes,now(),no,no,no,,,,,
